C,class_weight,max_iter,multi_class,penalty,solver,l1_ratio,accuracy,F1_class_2,recall_class_2,precision_class_2,precision_macro,precision_micro,precision_weighted,recall_macro,recall_micro,recall_weighted,f1_macro,f1_micro,f1_weighted,roc_auc,matthews_corrcoef,Cust_metric
1.0,,10000,ovr,l1,saga,,0.5481052318519474,0.5893810778654144,0.6303570337345451,0.5534342559585002,0.5356038680094128,0.5481052318519474,0.5356038959607623,0.5481049641281925,0.5481052318519474,0.5481052318519474,0.536681539828688,0.5481052318519474,0.5366818254836075,0.8037679209487785,0.4000463416356602,0.5096576493093151
1.0,,100000,ovr,l1,liblinear,,0.5483078821384779,0.5895901998688746,0.6307623022249199,0.5534922741968428,0.5357985904005609,0.5483078821384779,0.5357986179635426,0.5483076625631433,0.5483078821384779,0.5483078821384779,0.5368834959928376,0.5483078821384779,0.5368837523802747,0.8037563998484932,0.4003168253678724,0.509737661001079
1.0,,100000,ovr,l1,saga,,0.5481052318519474,0.5893810778654144,0.6303570337345451,0.5534342559585002,0.5356038680094128,0.5481052318519474,0.5356038959607623,0.5481049641281925,0.5481052318519474,0.5481052318519474,0.536681539828688,0.5481052318519474,0.5366818254836075,0.8037679209487785,0.4000463416356602,0.5096576493093151
10.0,balanced,1000,ovr,l1,liblinear,,0.548459861030637,0.5893477626298796,0.6305598220351647,0.5532112710270252,0.5360850380498401,0.548459861030637,0.5360849573781536,0.5484596382470341,0.548459861030637,0.548459861030637,0.537228405062544,0.548459861030637,0.5372286155204427,0.8035242273157717,0.4004551968178116,0.5099334500200391
10.0,balanced,1000,ovr,l1,saga,,0.5467879231786499,0.5873207068493581,0.6289380805001256,0.5508884379192333,0.5344588374921804,0.5467879231786499,0.5344586891419737,0.5467877388308529,0.5467879231786499,0.5467879231786499,0.5356937135013013,0.5467879231786499,0.5356938548086829,0.7993484692197537,0.3981638480776762,0.5092023532277803
10.0,balanced,10000,ovr,l1,liblinear,,0.548459861030637,0.5893477626298796,0.6305598220351647,0.5532112710270252,0.5360850380498401,0.548459861030637,0.5360849573781536,0.5484596382470341,0.548459861030637,0.548459861030637,0.537228405062544,0.548459861030637,0.5372286155204427,0.8035242273157717,0.4004551968178116,0.5099334500200391
10.0,balanced,10000,ovr,l1,saga,,0.5467625938980014,0.587388099665743,0.62903944897453,0.5509290439795983,0.534427942363252,0.5467625938980014,0.5344277878306657,0.546762422388157,0.5467625938980014,0.5467625938980014,0.5356658082203632,0.5467625938980014,0.5356659400975915,0.7993422022647023,0.3981299911596444,0.5092146874440969
10.0,balanced,100000,ovr,l1,liblinear,,0.548459861030637,0.5893477626298796,0.6305598220351647,0.5532112710270252,0.5360850380498401,0.548459861030637,0.5360849573781536,0.5484596382470341,0.548459861030637,0.548459861030637,0.537228405062544,0.548459861030637,0.5372286155204427,0.8035242273157717,0.4004551968178116,0.5099334500200391
10.0,balanced,100000,ovr,l1,saga,,0.5467625938980014,0.587388099665743,0.62903944897453,0.5509290439795983,0.534427942363252,0.5467625938980014,0.5344277878306657,0.546762422388157,0.5467625938980014,0.5467625938980014,0.5356658082203632,0.5467625938980014,0.5356659400975915,0.7993422022647023,0.3981299911596444,0.5092146874440969
10.0,,1000,ovr,l1,liblinear,,0.548459861030637,0.5893755616039063,0.6305598220351647,0.5532604318889285,0.5360846187699252,0.548459861030637,0.5360845444843948,0.5484596382470341,0.548459861030637,0.548459861030637,0.5372274692224402,0.548459861030637,0.5372276835570322,0.8035240048837686,0.4004556141431845,0.509950129404455
10.0,,1000,ovr,l1,saga,,0.5483332017943205,0.5891570755699179,0.6303571364381664,0.5530329988538042,0.5359512140758029,0.5483332017943205,0.5359511180843092,0.5483329918437919,0.5483332017943205,0.5483332017943205,0.5371009727557059,0.5483332017943205,0.53710116844809,0.8035243104673567,0.4002847409614251,0.509747173378767
10.0,,10000,ovr,l1,liblinear,,0.548459861030637,0.5893755616039063,0.6305598220351647,0.5532604318889285,0.5360846187699252,0.548459861030637,0.5360845444843948,0.5484596382470341,0.548459861030637,0.548459861030637,0.5372274692224402,0.548459861030637,0.5372276835570322,0.8035240048837686,0.4004556141431845,0.509950129404455
10.0,,10000,ovr,l1,saga,,0.5483332017943205,0.5891294004515664,0.6303571364381664,0.5529842227271271,0.5359537869296289,0.5483332017943205,0.5359536974421226,0.5483329918437919,0.5483332017943205,0.5483332017943205,0.5370995245586225,0.5483332017943205,0.5370997235729728,0.8035151173977674,0.4002860530844223,0.5097393212397634
10.0,,100000,ovr,l1,liblinear,,0.548459861030637,0.5893755616039063,0.6305598220351647,0.5532604318889285,0.5360846187699252,0.548459861030637,0.5360845444843948,0.5484596382470341,0.548459861030637,0.548459861030637,0.5372274692224402,0.548459861030637,0.5372276835570322,0.8035240048837686,0.4004556141431845,0.509950129404455
10.0,,100000,ovr,l1,saga,,0.5483332017943205,0.5891294004515664,0.6303571364381664,0.5529842227271271,0.5359537869296289,0.5483332017943205,0.5359536974421226,0.5483329918437919,0.5483332017943205,0.5483332017943205,0.5370995245586225,0.5483332017943205,0.5370997235729728,0.8035151173977674,0.4002860530844223,0.5097393212397634
0.001,balanced,1000,ovr,l2,newton-cg,,0.5208988734485615,0.5537355395545978,0.6029990998027577,0.5119317712032709,0.5089491705533935,0.5208988734485615,0.5089488585154142,0.5208994166947818,0.5208988734485615,0.5208988734485615,0.5081803227479915,0.5208988734485615,0.5081800484085949,0.7701527572469956,0.3644075553339607,0.4808756162034678
0.001,balanced,1000,ovr,l2,lbfgs,,0.5208988734485615,0.5537355395545978,0.6029990998027577,0.5119317712032709,0.5089491705533935,0.5208988734485615,0.5089488585154142,0.5208994166947818,0.5208988734485615,0.5208988734485615,0.5081803227479915,0.5208988734485615,0.5081800484085949,0.7701530994261854,0.3644075553339607,0.4808756162034678
0.001,balanced,1000,ovr,l2,sag,,0.5208988734485615,0.5537355395545978,0.6029990998027577,0.5119317712032709,0.5089491705533935,0.5208988734485615,0.5089488585154142,0.5208994166947818,0.5208988734485615,0.5208988734485615,0.5081803227479915,0.5208988734485615,0.5081800484085949,0.7701528513449988,0.3644075553339607,0.4808756162034678
0.001,balanced,1000,ovr,l2,saga,,0.5208988734485615,0.5537355395545978,0.6029990998027577,0.5119317712032709,0.5089491705533935,0.5208988734485615,0.5089488585154142,0.5208994166947818,0.5208988734485615,0.5208988734485615,0.5081803227479915,0.5208988734485615,0.5081800484085949,0.7701532320720161,0.3644075553339607,0.4808756162034678
0.001,balanced,1000,multinomial,l2,newton-cg,,0.5228240752326154,0.5571674879795552,0.6063428729592149,0.5153923610305318,0.5109710475387114,0.5228240752326154,0.510970755638789,0.5228245704035894,0.5228240752326154,0.5228240752326154,0.5100135931268728,0.5228240752326154,0.510013365375024,0.777243863129499,0.3670538072644979,0.4835439840509227
0.001,balanced,1000,multinomial,l2,lbfgs,,0.5228494077215325,0.5572353034975358,0.6064441900818085,0.515434554881027,0.5109970782138109,0.5228494077215325,0.5109967896109976,0.5228498996842378,0.5228494077215325,0.5228494077215325,0.5100365871223382,0.5228494077215325,0.5100363622829651,0.7772443635090522,0.3670890861710773,0.483584673361711
0.001,balanced,1000,multinomial,l2,sag,,0.5228240752326154,0.5571674879795552,0.6063428729592149,0.5153923610305318,0.5109710475387114,0.5228240752326154,0.510970755638789,0.5228245704035894,0.5228240752326154,0.5228240752326154,0.5100135931268728,0.5228240752326154,0.510013365375024,0.777244059922461,0.3670538072644979,0.4835439840509227
0.001,balanced,1000,multinomial,l2,saga,,0.5227987491602357,0.557142452986858,0.6063428729592149,0.5153488650781135,0.5109411593565241,0.5227987491602357,0.5109408707537108,0.5227992411229408,0.5227987491602357,0.5227987491602357,0.5099835779760264,0.5227987491602357,0.5099833531366531,0.7772442524570609,0.3670211313756352,0.4834908122232648
0.001,balanced,10000,ovr,l2,newton-cg,,0.5208988734485615,0.5537355395545978,0.6029990998027577,0.5119317712032709,0.5089491705533935,0.5208988734485615,0.5089488585154142,0.5208994166947818,0.5208988734485615,0.5208988734485615,0.5081803227479915,0.5208988734485615,0.5081800484085949,0.7701527572469956,0.3644075553339607,0.4808756162034678
